hours_studied,attendance_pct,previous_score,assignments_completed,sleep_hours,internet_usage,extracurricular_activity,family_support,score
4.1,88.1,90.0,9,9.3,5.7,low,low,90.1
4.0,97.6,55.3,6,9.7,2.4,low,high,82.3
7.3,83.2,62.5,9,7.5,2.5,high,medium,95.2
5.4,84.2,100.0,8,8.1,2.5,low,medium,100.0
5.6,86.3,59.0,7,8.0,2.9,low,medium,81.6
7.5,92.6,75.1,9,5.5,3.7,medium,medium,94.6
5.6,84.2,86.0,8,7.8,2.3,high,high,98.1
5.3,83.7,85.2,6,5.8,4.7,low,low,93.6
7.2,77.2,50.0,8,6.8,3.9,low,medium,89.2
7.7,83.4,59.3,12,8.4,2.7,medium,low,97.3
5.6,97.4,74.5,11,7.1,2.0,medium,medium,100.0
6.2,88.7,98.9,8,8.3,4.6,medium,medium,100.0
4.0,82.1,58.6,8,8.6,2.8,low,low,84.0
3.8,97.9,62.6,4,4.9,1.1,high,low,87.9
7.9,83.3,76.3,12,4.4,4.5,medium,medium,100.0
7.1,99.4,79.3,11,8.4,1.9,high,medium,100.0
7.1,99.2,80.2,10,8.4,4.3,high,high,100.0
6.7,88.4,57.3,2,7.3,0.0,medium,medium,79.3
6.1,76.0,62.0,8,7.5,2.4,low,high,85.8
7.7,100.0,73.2,8,8.1,4.7,medium,high,100.0
8.3,91.1,88.9,10,8.0,3.0,medium,low,100.0
8.3,85.4,66.4,7,6.6,3.9,low,high,98.4
5.7,95.6,69.7,7,8.1,1.6,low,high,91.9
9.5,93.6,54.6,10,6.6,3.5,low,medium,100.0
6.6,98.5,97.9,6,7.3,3.0,high,medium,100.0
7.6,82.7,72.3,7,7.2,3.4,medium,medium,97.4
6.7,90.5,86.2,8,6.0,6.1,medium,low,99.9
6.6,78.5,70.4,11,6.1,5.0,medium,medium,100.0
4.2,93.3,71.3,10,9.7,4.2,medium,low,91.0
7.8,87.8,47.5,11,5.9,4.2,high,medium,89.8
13.1,90.2,37.7,8,7.4,1.6,low,medium,100.0
5.1,86.8,88.8,12,7.7,2.3,low,low,100.0
6.2,86.0,71.2,4,6.9,0.7,medium,low,90.7
4.9,81.1,73.1,12,7.8,1.1,high,low,100.0
4.8,94.3,51.3,12,7.4,1.7,high,high,100.0
9.9,99.9,56.5,9,6.0,3.0,high,high,100.0
4.3,83.5,85.9,10,7.6,1.2,medium,low,100.0
4.8,92.4,96.1,8,6.3,2.9,low,high,100.0
2.0,91.5,60.7,7,9.1,2.8,low,high,86.9
4.1,88.1,80.1,6,7.5,1.3,medium,high,89.7
1.7,75.8,72.9,8,6.2,5.3,medium,high,84.9
7.6,77.6,68.2,9,7.4,1.0,medium,medium,90.4
13.0,81.8,97.8,9,5.9,4.7,low,low,100.0
5.1,70.9,63.2,12,7.3,0.0,medium,high,94.0
1.8,99.3,88.6,8,6.7,2.8,high,high,100.0
8.2,90.9,75.7,4,6.0,1.2,low,medium,87.5
4.2,87.8,69.7,12,6.0,2.0,medium,medium,99.2
9.2,70.5,90.6,5,9.9,5.7,low,medium,100.0
5.3,73.4,74.4,7,7.1,2.5,medium,medium,87.0
4.4,88.0,68.6,9,6.5,1.3,medium,medium,78.8
5.6,100.0,90.7,9,6.3,3.7,low,low,100.0
7.9,82.4,88.7,4,7.6,2.5,medium,medium,100.0
5.4,94.9,88.0,6,6.2,3.2,medium,medium,100.0
4.8,84.2,20.0,4,5.7,1.6,low,low,59.5
5.5,88.4,76.6,10,7.0,1.7,high,medium,99.8
2.8,97.7,73.2,11,7.0,1.8,medium,medium,100.0
7.0,85.2,69.5,5,6.5,4.2,medium,medium,91.5
1.5,82.5,79.1,10,5.9,2.7,low,low,91.4
4.9,99.3,73.9,10,6.5,1.4,medium,medium,95.2
7.9,88.4,80.2,6,6.4,3.2,low,medium,100.0
6.8,96.7,66.0,3,6.3,3.1,low,low,81.9
7.5,82.5,92.5,5,7.3,3.9,medium,high,100.0
5.8,99.3,81.7,7,9.7,2.3,high,medium,93.1
8.9,90.2,78.1,12,8.6,2.9,low,medium,100.0
8.3,91.5,77.4,8,9.3,3.6,medium,medium,100.0
7.1,89.1,87.4,5,6.3,1.5,medium,medium,100.0
8.3,84.0,85.3,8,9.0,4.3,medium,low,100.0
7.9,88.0,68.3,5,7.3,3.0,high,medium,82.2
4.9,84.5,84.9,9,8.2,1.3,low,high,100.0
2.6,95.7,72.6,6,7.5,1.3,medium,medium,95.5
7.1,86.4,98.8,6,6.6,2.9,low,high,100.0
7.4,76.0,86.5,9,7.9,2.2,low,high,100.0
8.7,74.6,60.6,12,7.6,4.1,medium,low,100.0
3.7,74.2,100.0,12,4.9,2.6,low,high,100.0
3.7,92.9,38.5,5,6.9,3.5,low,medium,78.8
7.1,78.8,79.6,7,8.0,1.7,low,medium,100.0
5.8,90.4,59.6,9,7.3,3.0,low,medium,84.2
1.3,89.1,98.2,11,7.6,5.0,low,medium,97.8
6.9,87.5,73.8,3,6.1,2.8,low,low,88.1
1.4,91.5,58.1,8,7.3,2.2,low,low,77.3
3.6,89.3,66.0,7,6.9,1.7,medium,medium,87.9
9.4,66.3,59.3,3,6.8,3.0,medium,low,80.4
10.6,85.4,65.4,5,6.2,5.1,high,low,94.1
3.0,91.4,65.1,7,8.1,1.0,high,low,83.7
5.2,100.0,58.7,8,7.4,2.9,high,high,90.4
6.1,100.0,74.1,11,7.3,0.4,medium,low,99.9
10.5,77.1,75.9,9,9.5,2.4,low,high,100.0
4.8,85.2,55.1,10,7.6,3.4,low,medium,89.5
4.8,75.5,45.1,8,8.4,0.6,high,low,83.7
9.9,100.0,74.7,6,7.3,2.3,high,low,100.0
5.1,96.1,78.0,8,6.6,3.4,medium,low,100.0
7.8,90.8,81.0,10,5.7,3.2,medium,medium,100.0
2.3,89.3,78.3,11,7.3,3.5,low,low,89.3
5.6,99.0,93.6,8,4.0,1.5,low,high,100.0
1.9,97.7,85.0,6,7.3,3.4,medium,medium,96.9
3.4,97.3,100.0,9,7.4,2.1,low,medium,100.0
8.1,91.7,100.0,9,6.7,4.1,medium,medium,100.0
5.9,85.2,43.6,11,6.9,0.0,medium,medium,97.6
5.2,94.1,37.0,6,5.5,2.6,high,high,85.3
4.1,94.5,69.9,6,8.7,3.1,high,medium,99.4
5.4,86.5,77.6,10,6.6,5.0,low,medium,100.0
6.8,85.2,68.9,7,5.8,3.1,medium,high,93.3
8.5,97.1,80.6,7,7.7,3.3,medium,high,100.0
0.0,100.0,65.9,11,7.1,3.6,medium,high,91.6
3.9,82.0,59.6,5,6.6,4.9,high,high,88.3
6.4,85.9,61.9,12,6.4,2.4,low,medium,100.0
5.8,90.8,67.0,6,7.0,0.9,low,medium,96.8
7.0,91.9,82.7,10,8.6,0.6,low,medium,100.0
6.7,83.8,62.7,8,7.6,4.0,medium,medium,100.0
5.2,100.0,65.7,9,7.0,3.3,low,high,88.4
4.7,91.4,78.6,7,8.0,2.6,low,medium,96.6
5.4,92.3,67.0,10,7.0,2.1,low,medium,91.6
8.9,100.0,86.8,7,7.5,3.3,medium,high,100.0
4.2,84.4,56.2,7,7.2,3.3,medium,low,76.2
5.8,87.3,53.0,12,7.7,3.7,low,medium,100.0
6.5,78.0,74.6,8,6.5,1.3,high,high,96.3
9.9,86.6,76.1,6,5.6,0.4,medium,low,100.0
5.2,76.1,57.0,4,8.1,1.6,low,medium,76.7
8.4,94.0,90.2,12,8.8,1.0,low,low,100.0
9.1,91.4,98.9,7,5.7,0.9,low,low,100.0
5.8,85.8,60.6,12,7.2,5.4,low,medium,100.0
5.5,87.2,92.3,9,6.5,0.0,medium,medium,100.0
5.2,94.1,34.3,8,8.1,3.7,high,medium,90.0
5.4,78.9,86.1,8,7.3,4.4,low,medium,100.0
8.1,89.6,57.1,12,10.0,4.5,low,low,100.0
6.6,93.6,84.6,3,6.6,3.4,high,high,100.0
6.6,73.7,55.6,9,8.8,5.0,medium,medium,94.2
3.2,93.5,69.0,7,9.0,5.7,medium,medium,87.6
3.6,74.6,57.8,7,7.6,2.5,medium,low,81.7
11.4,87.1,66.8,8,7.0,3.7,low,high,100.0
5.6,78.7,97.4,7,7.1,4.9,low,medium,100.0
4.1,99.4,68.4,8,7.0,1.7,high,high,99.5
9.6,78.7,100.0,8,8.4,2.6,medium,medium,94.1
6.7,74.8,64.2,5,6.0,2.1,low,high,78.5
7.4,89.1,92.4,9,6.8,3.7,high,medium,100.0
5.7,84.7,45.6,10,6.7,0.2,low,low,78.1
5.2,76.0,65.7,7,4.9,5.2,low,medium,85.4
5.6,92.2,62.0,12,8.0,3.8,high,low,100.0
2.5,72.1,93.1,11,8.3,3.9,medium,high,100.0
5.8,79.7,72.8,10,6.2,0.0,medium,medium,86.3
6.7,83.4,38.7,10,8.2,1.4,low,high,85.3
10.6,94.4,50.3,8,5.1,5.2,low,medium,100.0
6.2,98.4,54.8,11,7.0,2.7,high,medium,100.0
0.2,96.8,84.0,12,6.8,0.4,low,medium,83.3
5.8,86.8,82.1,10,7.1,3.3,high,medium,100.0
12.8,68.6,65.5,7,7.1,4.0,medium,medium,93.3
8.2,91.1,61.8,8,6.9,3.8,low,medium,97.7
4.0,99.8,80.7,9,6.5,2.8,high,medium,100.0
7.5,97.9,53.1,10,6.9,4.7,high,high,100.0
4.1,91.7,76.9,8,8.6,1.9,high,medium,94.6
2.6,78.5,75.6,7,6.3,3.8,medium,low,87.1
5.1,83.8,65.9,12,9.7,3.2,medium,medium,100.0
6.2,100.0,76.0,5,6.2,2.8,low,medium,93.7
1.3,76.7,71.5,6,7.3,2.4,low,high,78.2
3.1,78.8,77.5,5,7.7,2.5,high,high,86.5
6.0,95.5,50.0,6,6.6,3.0,high,high,84.2
5.0,84.6,79.2,11,8.7,2.6,low,medium,97.4
7.0,78.5,85.4,11,7.7,4.1,medium,high,100.0
3.0,100.0,74.8,8,6.8,2.2,high,medium,87.9
7.8,91.7,79.0,9,8.6,5.4,medium,low,100.0
3.0,84.9,68.4,8,5.8,2.1,low,high,85.0
10.1,78.8,83.4,5,6.3,4.4,low,high,100.0
1.7,100.0,71.0,12,7.7,4.4,medium,low,98.0
3.3,87.8,52.8,11,8.0,3.2,high,high,92.3
7.0,99.2,82.3,9,7.4,3.1,low,high,100.0
10.2,95.1,45.5,6,6.8,1.9,low,medium,95.3
6.8,83.8,74.2,7,6.7,2.2,medium,low,99.1
7.4,83.9,64.2,6,8.4,3.3,high,high,94.4
6.0,99.6,63.3,8,7.3,2.9,high,low,91.2
3.4,99.7,72.6,9,6.0,4.8,high,low,91.4
4.8,73.0,59.4,7,5.9,2.3,medium,medium,79.7
3.0,92.4,77.7,4,8.8,2.4,high,high,97.6
2.8,87.0,70.9,12,6.1,0.5,medium,high,100.0
7.0,79.7,60.7,9,7.3,4.0,medium,medium,93.2
3.2,90.1,90.1,9,8.6,3.8,low,high,100.0
6.8,77.2,73.1,7,7.7,4.5,medium,medium,93.7
2.7,84.3,79.5,4,6.1,4.6,low,medium,88.7
6.7,81.6,91.2,8,5.8,4.2,high,low,100.0
4.8,84.0,91.0,7,9.2,4.2,low,medium,100.0
9.5,87.4,78.7,10,5.8,3.9,low,medium,100.0
6.8,79.9,65.5,10,6.3,4.1,high,low,97.7
9.1,100.0,48.6,10,7.4,0.2,medium,medium,100.0
4.1,91.9,73.1,10,6.7,1.4,medium,low,100.0
6.1,100.0,86.4,12,7.7,1.1,medium,low,100.0
3.5,86.7,75.3,9,5.2,4.9,low,medium,88.6
5.0,83.6,20.0,11,6.7,1.8,low,low,83.7
5.3,100.0,83.1,9,7.8,2.1,medium,low,100.0
4.2,83.4,84.0,3,7.8,3.0,high,high,96.1
3.0,86.6,65.5,8,6.3,1.1,low,high,77.8
2.5,93.8,84.8,6,5.8,3.6,low,medium,85.1
0.2,78.1,79.4,9,7.3,0.0,low,low,82.0
3.4,93.7,59.7,6,5.4,1.2,medium,medium,80.6
7.6,92.7,89.1,10,8.5,3.3,low,medium,100.0
2.0,98.2,51.0,10,7.2,1.1,low,low,87.5
2.6,95.1,69.1,11,6.2,4.9,low,low,97.3
10.5,98.4,67.6,12,5.7,3.1,medium,medium,100.0
4.4,87.1,57.6,4,6.2,4.7,medium,medium,81.8
6.8,81.1,74.6,5,5.1,3.5,low,low,98.5
7.6,100.0,89.7,12,7.6,3.0,low,low,100.0
7.7,75.8,88.7,11,6.0,1.5,low,medium,100.0
2.2,76.6,80.9,9,7.5,4.4,medium,medium,81.8
5.4,92.5,44.6,8,7.6,3.7,low,medium,86.3
2.0,100.0,50.0,8,8.2,6.1,high,high,99.8
12.1,89.5,72.5,3,7.3,4.2,low,low,100.0
2.0,96.0,69.5,6,8.4,2.4,medium,high,87.1
3.4,72.0,62.5,8,8.7,3.4,low,medium,90.6
3.4,84.0,98.6,6,7.3,3.6,medium,high,100.0
2.3,73.0,71.6,7,7.4,4.7,medium,medium,68.2
9.4,94.2,78.1,12,6.3,5.0,low,medium,100.0
12.1,75.6,84.8,7,5.8,2.8,low,medium,100.0
4.8,77.8,70.8,9,8.5,1.2,low,medium,86.4
2.7,92.1,100.0,9,7.7,0.2,medium,medium,100.0
0.4,96.5,55.9,9,7.8,1.3,high,low,84.6
5.4,86.7,60.9,7,6.3,2.1,medium,medium,82.0
5.2,92.6,55.9,11,8.9,5.3,medium,high,98.6
4.4,92.3,93.4,9,6.7,5.3,low,medium,100.0
6.6,86.3,82.0,5,6.0,4.4,medium,low,96.5
7.0,79.2,61.8,8,6.3,4.8,medium,high,90.9
6.8,92.5,57.0,8,8.9,1.9,low,high,85.4
5.2,92.9,90.8,7,5.7,0.7,low,medium,97.1
3.2,95.2,75.4,9,6.1,1.5,low,medium,87.8
7.7,90.5,91.2,10,10.0,0.0,low,medium,100.0
6.0,78.7,69.1,9,8.1,1.3,high,medium,100.0
8.2,93.5,77.7,9,6.1,2.2,low,high,100.0
8.0,88.0,74.5,8,5.7,3.3,low,medium,94.5
2.4,84.1,60.6,3,5.0,3.2,low,medium,60.2
2.4,85.6,67.8,10,7.1,2.0,low,high,89.3
4.1,82.5,52.2,9,7.9,3.9,low,medium,76.3
3.4,95.1,77.4,6,8.8,2.0,low,high,90.3
7.9,76.7,81.4,9,4.7,3.0,low,medium,99.8
6.9,80.1,84.9,10,5.4,1.3,low,low,100.0
8.7,85.4,80.0,11,6.9,4.6,medium,high,100.0
7.0,100.0,68.1,9,10.0,3.0,medium,low,99.6
6.5,96.4,93.3,9,8.1,4.0,medium,medium,100.0
9.0,74.9,83.4,10,7.4,1.2,low,low,100.0
7.2,98.8,90.8,7,5.5,3.3,low,medium,93.3
6.2,98.8,91.8,9,4.5,3.9,high,low,100.0
9.7,78.6,68.1,6,7.0,0.0,low,high,92.0
6.3,67.8,75.8,11,6.9,4.8,medium,high,100.0
5.2,87.4,81.6,4,6.7,1.1,low,low,91.5
3.9,97.0,52.8,10,6.5,3.3,low,medium,93.3
7.8,100.0,53.1,8,6.1,5.7,medium,medium,90.7
9.1,81.0,50.5,10,5.8,4.4,medium,high,100.0
5.9,100.0,68.4,6,8.7,0.8,low,medium,97.1
9.3,70.2,65.0,8,5.9,2.7,medium,high,83.4
1.1,85.1,48.5,8,6.7,4.9,low,high,75.4
5.9,84.7,72.2,9,7.0,1.8,medium,medium,100.0
5.9,97.2,68.6,5,7.8,2.5,high,medium,86.5
4.2,98.4,87.7,10,6.0,2.4,medium,medium,100.0
12.0,95.6,100.0,3,8.2,3.9,low,medium,100.0
5.8,77.2,76.8,6,6.3,0.7,low,medium,97.7
5.0,94.9,59.6,4,6.8,3.9,medium,medium,80.3
6.1,92.1,79.7,10,9.0,2.1,low,medium,100.0
1.0,74.6,70.1,9,5.8,3.0,high,high,85.8
4.1,71.5,66.4,9,7.9,2.7,high,medium,72.5
8.5,96.3,57.1,12,8.2,3.9,low,medium,100.0
4.4,86.6,63.0,7,7.4,3.0,high,medium,89.6
3.9,77.7,67.3,10,6.9,5.2,low,low,71.8
9.3,86.3,82.1,8,9.6,4.5,low,low,100.0
9.4,90.9,77.7,8,7.0,1.8,high,medium,100.0
7.3,87.3,97.4,11,7.2,5.0,medium,medium,100.0
4.9,75.6,80.1,12,6.6,3.5,medium,high,100.0
5.4,100.0,76.4,7,7.2,3.3,high,low,95.6
4.0,96.0,65.4,10,8.2,4.3,low,medium,95.5
3.5,85.3,54.4,9,6.7,1.4,medium,high,90.6
3.4,85.6,61.5,9,4.5,0.9,high,low,84.2
4.5,90.9,59.5,9,7.6,3.0,high,high,83.0
3.4,79.0,31.6,7,5.7,2.1,medium,medium,68.2
2.1,90.6,54.9,0,7.9,6.1,low,high,66.6
6.5,77.4,94.0,12,7.0,1.9,high,medium,100.0
6.6,87.4,75.5,6,8.1,3.1,low,high,95.5
10.3,78.7,64.4,7,5.9,3.3,high,medium,94.8
4.3,79.1,76.0,7,6.4,4.8,low,medium,82.3
6.7,100.0,40.7,6,6.6,1.5,low,high,94.5
6.8,88.5,74.2,9,5.2,0.6,low,low,97.3
5.4,89.7,89.2,8,8.3,5.1,medium,medium,100.0
7.9,71.9,68.2,6,5.0,3.1,low,medium,97.2
7.9,83.2,43.4,8,8.3,4.2,low,high,86.8
6.8,91.7,63.8,8,7.5,4.3,high,high,95.5
5.4,89.6,89.2,10,6.8,4.5,low,high,100.0
5.1,70.8,73.9,5,7.4,2.4,medium,low,84.9
2.6,89.7,48.7,6,7.4,2.0,medium,high,68.8
4.0,90.9,100.0,10,6.5,0.0,medium,high,100.0
4.4,98.3,51.2,6,7.4,1.5,medium,medium,86.7
3.2,82.8,66.4,6,7.9,3.1,high,low,75.0
7.1,70.1,54.4,7,5.9,1.9,medium,medium,75.9
9.0,80.0,54.5,8,7.4,1.3,medium,low,94.8
3.7,79.2,63.2,8,4.0,3.1,low,medium,92.3
6.7,93.9,79.5,7,4.7,5.0,medium,low,95.6
3.4,66.3,89.4,5,7.7,2.9,low,medium,86.7
5.2,84.4,64.2,10,6.5,1.3,medium,medium,89.8
4.3,99.4,54.8,11,6.0,4.9,medium,medium,95.5
7.5,88.1,77.2,3,6.9,1.8,medium,high,90.7
4.3,95.2,77.6,4,6.5,5.2,medium,low,84.6
8.5,74.9,73.6,11,5.8,2.6,medium,medium,100.0
5.4,75.2,74.1,12,5.0,3.2,low,high,99.2
4.4,99.5,68.3,3,4.6,5.3,medium,medium,71.7
2.9,88.8,71.5,10,7.9,1.0,high,medium,99.2
6.6,88.8,67.3,12,6.5,1.4,medium,high,100.0
8.2,79.1,86.1,6,8.2,2.5,low,medium,100.0
6.7,88.8,100.0,12,6.5,2.8,medium,high,100.0
11.6,78.8,72.7,8,7.4,7.0,low,high,100.0
9.6,97.5,69.9,9,6.8,1.7,medium,medium,100.0
5.2,100.0,73.8,6,7.1,1.0,low,high,94.9
5.2,91.9,60.1,11,7.1,1.6,medium,medium,93.5
7.2,82.9,81.5,10,6.5,3.3,high,high,100.0
3.9,67.7,76.6,12,5.5,3.7,low,medium,99.5
8.9,74.5,63.7,12,7.9,1.9,medium,high,100.0
6.9,100.0,83.5,8,8.9,3.0,low,medium,100.0
6.6,79.8,70.3,12,9.0,5.9,low,medium,98.9
7.7,85.0,55.4,11,6.3,3.1,medium,high,95.5
10.3,93.2,75.3,9,6.1,3.5,medium,high,100.0
6.4,99.9,73.6,6,6.3,5.8,high,medium,100.0
5.7,86.4,84.4,4,6.8,2.0,low,low,89.5
9.8,84.8,82.5,4,6.9,1.9,low,high,100.0
8.4,88.6,68.4,6,5.8,2.3,medium,medium,100.0
5.2,83.0,62.9,11,5.2,2.2,medium,low,90.9
6.0,83.4,70.0,9,7.1,0.3,medium,medium,100.0
6.5,91.3,75.4,6,4.0,3.2,medium,high,98.8
6.9,89.5,77.3,8,6.9,3.3,high,high,100.0
2.6,100.0,74.5,7,5.9,2.7,low,medium,93.5
2.1,91.5,68.6,10,7.9,3.4,high,high,90.6
3.8,97.2,85.0,6,8.3,3.4,high,medium,91.6
3.6,79.4,59.9,9,8.3,1.0,low,medium,87.4
4.4,92.2,100.0,9,6.6,3.4,low,high,96.9
7.6,82.2,81.4,6,5.6,3.8,medium,medium,99.7
5.6,91.2,53.1,12,6.0,0.6,medium,medium,88.7
6.5,93.5,72.8,7,7.3,5.2,low,low,100.0
2.9,88.4,81.6,6,5.0,1.1,low,low,80.2
4.8,100.0,64.8,10,8.7,1.3,medium,medium,100.0
7.5,99.4,47.6,8,6.6,3.3,high,high,96.1
7.5,97.4,54.4,9,7.6,3.8,high,medium,98.8
4.2,94.1,78.1,5,4.9,4.2,high,medium,95.1
6.4,100.0,43.7,10,5.9,3.8,medium,medium,94.2
11.5,76.5,48.3,12,4.7,2.2,medium,high,100.0
6.0,99.0,78.1,5,8.2,3.2,low,medium,93.3
4.3,80.1,66.7,9,6.8,2.5,medium,high,88.6
5.6,83.5,59.6,6,7.7,3.3,high,medium,100.0
6.2,92.5,62.6,12,7.1,3.1,high,medium,94.4
5.6,97.9,47.9,11,7.6,2.2,medium,low,86.1
5.9,78.8,77.3,9,6.6,2.5,low,low,100.0
2.4,83.9,57.9,5,6.8,0.2,low,medium,79.5
3.6,88.8,62.0,6,6.9,4.2,medium,high,77.8
5.6,86.5,75.2,10,7.5,3.4,low,low,86.8
5.6,94.8,66.2,5,7.5,0.0,low,medium,95.2
4.6,100.0,59.4,5,10.0,4.2,high,medium,83.3
5.6,91.4,40.2,8,9.0,2.9,low,medium,81.5
6.2,82.1,75.5,8,4.9,1.6,low,high,96.3
8.2,77.6,71.2,9,6.8,1.5,low,medium,92.6
5.8,85.4,62.2,7,6.5,2.0,low,high,94.8
7.0,80.5,54.4,10,8.5,1.6,low,high,96.7
4.6,91.7,70.2,6,6.6,1.8,low,high,84.2
7.4,91.6,77.2,10,7.6,5.6,medium,medium,100.0
6.9,84.3,71.5,9,4.2,3.6,medium,high,100.0
8.2,100.0,94.6,10,5.2,6.1,medium,high,100.0
7.8,82.1,80.6,11,9.5,3.3,high,low,100.0
7.5,87.0,68.4,7,7.1,3.9,medium,medium,95.9
5.8,93.1,81.1,6,5.8,1.7,medium,high,87.7
6.6,95.1,70.7,4,7.3,2.7,medium,medium,95.7
8.7,98.2,70.7,3,5.7,2.9,medium,medium,100.0
4.4,91.4,89.4,8,6.7,3.9,low,medium,100.0
4.4,96.4,56.5,8,5.3,2.9,high,high,78.9
6.5,82.7,70.3,5,6.1,3.5,medium,low,67.7
7.0,95.3,87.8,6,6.5,3.5,medium,medium,100.0
3.9,95.2,74.6,12,8.3,2.5,medium,medium,99.6
5.8,100.0,64.5,10,7.6,2.4,high,low,92.7
5.8,74.7,44.4,5,7.8,2.0,medium,low,73.7
0.5,80.7,35.9,7,7.0,4.6,medium,medium,60.8
5.5,94.6,100.0,9,8.0,2.5,medium,high,100.0
5.6,66.8,74.6,6,6.0,3.5,medium,high,87.2
5.6,91.9,61.2,6,6.1,2.8,low,high,91.6
9.5,96.5,75.2,7,7.5,4.6,high,high,100.0
3.0,83.4,55.8,11,6.7,0.0,high,low,86.9
3.9,84.6,65.0,11,7.0,3.5,low,medium,94.8
0.0,79.4,55.9,6,6.8,1.1,low,low,55.2
4.8,83.8,48.8,9,8.5,3.6,high,medium,88.2
5.0,84.1,38.4,8,8.6,2.8,low,high,83.1
4.7,82.5,46.0,5,6.2,0.8,low,low,69.9
8.8,82.1,85.3,7,4.9,3.5,low,medium,97.1
8.2,85.8,55.2,5,6.1,3.3,low,medium,81.6
6.2,85.7,78.0,11,5.9,2.7,medium,low,99.4
5.1,100.0,84.3,12,8.0,2.8,medium,high,100.0
8.6,84.8,70.2,7,8.1,3.2,medium,medium,100.0
6.0,90.8,65.5,6,5.8,4.8,low,medium,96.8
4.0,83.4,72.0,11,6.1,2.5,medium,high,86.7
1.7,83.3,63.8,11,5.2,4.5,low,low,76.4
4.9,74.4,88.1,5,7.2,2.9,medium,medium,94.3
7.9,75.4,98.1,8,6.9,4.9,medium,high,100.0
11.7,78.3,91.7,8,7.9,2.6,high,medium,100.0
6.2,89.5,37.7,6,7.6,2.0,high,medium,83.2
4.1,96.6,63.4,9,7.7,1.4,medium,medium,86.4
3.0,73.7,70.1,6,5.1,2.9,medium,medium,80.0
7.4,83.6,76.9,7,6.2,1.8,medium,low,91.0
1.6,77.1,44.1,8,8.1,5.1,medium,high,74.5
7.4,85.9,43.8,4,6.4,1.7,medium,medium,72.4
8.0,96.6,89.6,3,5.0,2.0,high,high,92.9
7.1,84.4,61.6,10,8.0,3.9,high,low,100.0
5.5,87.6,47.7,6,6.3,4.8,medium,high,83.0
7.4,99.6,53.4,12,8.3,4.1,medium,high,100.0
6.4,91.7,75.9,12,7.0,4.6,low,low,100.0
4.1,81.9,57.7,7,6.7,2.9,low,medium,70.1
10.6,89.3,73.6,12,8.6,2.9,medium,high,100.0
5.1,81.4,55.3,10,5.4,6.0,high,medium,82.7
7.9,91.4,43.8,6,8.7,5.5,high,high,91.5
0.0,92.1,91.4,2,6.2,4.1,high,low,65.2
9.2,77.1,76.0,10,7.2,4.7,medium,high,98.7
9.7,89.4,65.0,8,7.2,4.3,medium,medium,98.2
6.1,87.1,62.2,9,6.5,1.2,medium,medium,90.5
7.4,92.4,92.0,7,6.1,2.9,medium,medium,100.0
7.4,94.7,78.9,5,6.6,5.2,low,medium,91.1
4.4,91.8,87.2,7,5.8,4.1,medium,medium,97.0
7.4,85.6,61.2,10,9.4,2.9,low,low,100.0
4.0,95.5,70.8,7,6.4,5.3,medium,high,94.2
4.5,81.0,76.0,7,8.4,3.6,high,medium,93.1
8.8,77.4,61.7,4,8.2,4.1,medium,medium,91.7
8.4,62.4,68.6,8,7.4,3.6,low,high,86.5
4.2,87.4,61.2,5,6.8,3.8,medium,high,89.3
4.2,81.4,76.0,10,7.2,3.9,medium,high,90.9
4.4,91.2,50.2,6,7.7,4.9,medium,low,88.7
7.8,72.2,78.6,7,7.1,5.1,low,high,100.0
3.5,82.8,74.7,12,5.1,2.3,medium,low,96.9
6.9,91.8,67.0,7,4.8,3.5,high,medium,99.4
7.9,79.8,76.7,7,8.8,4.9,low,high,100.0
5.8,91.3,64.5,9,4.0,2.8,medium,low,86.9
8.5,83.5,59.9,4,7.2,1.0,high,low,82.0
5.2,87.7,78.2,11,6.7,1.6,medium,medium,100.0
5.5,92.8,78.8,10,7.2,1.7,high,medium,100.0
3.6,95.6,62.4,9,5.6,2.3,medium,medium,83.1
8.5,88.7,61.1,0,7.4,1.9,medium,high,87.9
4.1,81.5,67.3,7,7.2,4.5,medium,high,90.6
6.9,84.3,61.7,5,10.0,2.6,low,high,88.8
5.8,93.1,92.9,11,7.2,4.9,low,low,100.0
3.4,79.8,74.7,11,8.6,1.3,medium,medium,99.6
4.5,86.6,70.2,9,5.2,2.5,low,high,98.1
9.5,84.9,56.0,5,8.2,3.2,low,low,91.7
6.5,87.2,81.1,12,7.3,4.2,high,medium,100.0
3.5,79.9,60.8,7,7.3,4.7,low,low,74.3
6.8,73.2,60.2,12,7.3,2.2,low,low,97.2
5.6,92.2,81.6,9,9.0,4.5,medium,low,97.9
14.6,95.7,75.8,9,7.3,0.5,low,medium,100.0
6.7,73.7,32.4,7,6.1,4.3,medium,medium,81.4
5.0,91.0,67.6,12,6.3,1.0,low,low,90.1
9.6,96.7,71.9,10,8.0,3.7,medium,medium,100.0
1.4,92.8,64.9,12,7.5,4.7,medium,low,96.9
6.2,84.7,72.4,8,5.2,4.3,medium,low,82.5
11.0,80.5,42.9,8,7.6,0.5,low,high,93.8
5.7,88.6,27.5,9,5.7,2.3,medium,medium,73.0
1.7,90.0,55.4,12,7.5,4.1,low,high,83.7
5.0,88.8,74.2,11,6.0,4.0,medium,medium,100.0
9.6,86.6,21.6,8,6.7,3.4,low,low,81.5
6.9,79.3,57.3,3,6.3,0.0,low,high,83.3
